,Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,label
537,538,3,Detractor,N,4,9,Not Married,Tier1,e-Wallet,5,F,call,9,4,10,3,1,2
538,539,8,Passives,Y,4,10,Married,Tier2,Cash,5,M,m-comm,2,3,9,1,1,2
539,540,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,5,F,call,7,8,5,1,9,1
540,541,0,Detractor,N,4,5,Married,Tier1,Card,4,M,call,5,6,8,10,2,2
541,542,2,Detractor,N,4,9,Not Married,Tier2,e-Wallet,5,F,call,2,6,8,4,1,0
542,543,7,Passives,N,4,7,Married,Tier3,Cash,1,M,call,7,8,6,6,10,1
543,544,2,Detractor,N,4,1,Not Married,Tier1,Ziggy Credit,1,F,call,6,6,1,2,4,0
544,545,3,Detractor,N,4,5,Married,Tier2,Card,3,M,call,2,4,5,1,2,2
545,546,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,3,F,call,7,1,6,9,4,2
546,547,6,Detractor,Y,4,1,Married,Tier1,Cash,6,M,call,8,8,9,5,6,0
547,548,10,Promoter,Y,4,5,Married,Tier1,Ziggy Credit,6,F,m-comm,3,10,2,10,10,1
548,549,10,Promoter,N,4,8,Married,Tier1,Card,7,M,m-comm,4,10,4,5,8,1
549,550,8,Passives,N,4,4,Not Married,Tier1,e-Wallet,4,F,e-comm,7,2,8,9,6,2
550,551,7,Passives,Y,4,5,Married,Tier2,Cash,2,M,m-comm,4,8,6,9,7,0
551,552,7,Passives,Y,4,2,Not Married,Tier3,Ziggy Credit,4,F,call,4,6,4,9,10,1
552,553,3,Detractor,N,4,7,Married,Tier1,Card,3,M,call,5,10,8,8,1,0
553,554,10,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,1,1,10,9,10,1
554,555,8,Passives,Y,4,2,Married,Tier3,Cash,1,M,call,4,7,7,6,5,0
555,556,6,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,4,F,call,3,8,9,10,4,0
556,557,4,Detractor,N,4,6,Married,Tier2,Card,5,M,call,3,9,7,2,3,0
557,558,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,7,F,call,8,10,9,8,10,1
558,559,4,Detractor,N,4,6,Married,Tier1,Cash,3,M,call,2,2,9,9,6,2
559,560,2,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,6,F,call,4,2,3,10,2,2
560,561,7,Passives,N,4,2,Married,Tier3,Card,2,M,call,6,6,3,7,4,0
561,562,3,Detractor,N,4,5,Not Married,Tier1,e-Wallet,4,F,call,7,10,2,9,5,0
562,563,0,Detractor,N,4,1,Married,Tier2,Cash,1,M,call,1,6,2,7,1,0
563,564,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,5,F,call,5,3,10,9,7,2
564,565,9,Promoter,Y,4,4,Married,Tier1,Card,6,M,m-comm,6,6,10,1,10,1
565,566,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,10,7,10,3,10,1
566,567,7,Passives,N,4,3,Married,Tier3,Cash,6,M,call,8,9,5,9,9,1
567,568,3,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,1,F,call,5,10,5,1,6,0
568,569,2,Detractor,N,4,5,Married,Tier2,Card,2,M,call,7,8,1,1,6,0
569,570,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,6,2,3,6,10,1
570,571,3,Detractor,N,4,1,Married,Tier1,Cash,3,M,call,10,8,1,6,1,0
571,572,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,3,9,3,6,10,1
572,573,7,Passives,Y,4,10,Married,Tier3,Card,2,M,call,4,9,7,9,5,0
573,574,3,Detractor,N,4,4,Not Married,Tier1,e-Wallet,3,F,call,2,9,3,7,4,0
574,575,9,Promoter,Y,4,7,Married,Tier1,Cash,7,M,m-comm,1,8,4,1,7,1
575,576,8,Passives,Y,4,3,Not Married,Tier3,Ziggy Credit,7,F,call,4,4,10,8,3,2
576,577,5,Detractor,N,4,4,Married,Tier1,Card,6,M,call,7,3,1,10,6,2
577,578,10,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,5,5,9,7,9,1
578,579,7,Passives,N,4,10,Married,Tier3,Cash,3,M,call,4,4,10,9,6,2
579,580,8,Passives,N,4,10,Not Married,Tier1,Ziggy Credit,6,F,e-comm,4,3,4,1,3,2
580,581,0,Detractor,N,4,1,Married,Tier2,Card,2,M,call,9,4,3,2,4,2
581,582,10,Promoter,N,4,7,Married,Tier1,e-Wallet,6,F,m-comm,9,10,2,2,10,1
582,583,1,Detractor,N,4,8,Married,Tier1,Cash,4,M,call,1,10,8,7,5,0
583,584,0,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,2,F,call,1,9,3,3,6,0
584,585,7,Passives,N,4,1,Married,Tier3,Card,4,M,call,4,9,9,4,2,0
585,586,5,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,7,1,1,9,1,2
586,587,6,Detractor,N,4,2,Married,Tier2,Cash,2,M,call,10,8,4,8,3,0
587,588,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,3,F,call,6,3,1,9,1,2
588,589,6,Detractor,N,4,8,Married,Tier1,Card,1,M,call,8,10,3,9,1,0
589,590,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,9,5,9,3,7,1
590,591,9,Promoter,Y,4,2,Married,Tier1,Cash,10,M,m-comm,9,10,3,6,10,1
591,592,2,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,1,F,call,5,7,2,9,1,0
592,593,2,Detractor,N,4,9,Married,Tier2,Card,4,M,call,2,5,8,7,5,2
593,594,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,6,F,call,6,1,5,10,9,1
594,595,6,Detractor,N,4,5,Married,Tier1,Cash,7,M,call,8,2,6,2,1,2
595,596,5,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,1,F,call,8,1,9,3,2,2
596,597,7,Passives,N,4,1,Married,Tier3,Card,4,M,call,7,9,4,9,3,0
597,598,5,Detractor,N,4,4,Not Married,Tier1,e-Wallet,3,F,call,7,9,6,2,4,0
598,599,6,Detractor,N,4,9,Married,Tier2,Cash,3,M,call,6,6,9,10,1,0
599,600,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,3,10,6,4,8,1
600,601,6,Detractor,N,4,5,Married,Tier1,Card,5,M,call,2,9,4,10,5,0
601,602,1,Detractor,N,4,5,Not Married,Tier2,e-Wallet,1,F,call,6,10,8,1,1,0
602,603,7,Passives,N,4,1,Married,Tier3,Cash,7,M,call,5,10,9,2,8,1
603,604,7,Passives,N,4,3,Not Married,Tier1,Ziggy Credit,2,F,e-comm,5,5,10,4,4,2
604,605,2,Detractor,N,4,3,Married,Tier2,Card,5,M,call,6,3,8,9,5,2
605,606,8,Passives,N,4,5,Not Married,Tier3,e-Wallet,2,F,call,5,6,2,5,1,0
606,607,5,Detractor,N,4,8,Married,Tier1,Cash,4,M,call,7,1,3,6,2,2
607,608,2,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,4,F,call,3,6,1,6,1,0
608,609,7,Passives,N,4,7,Married,Tier3,Card,1,M,call,8,7,4,9,9,1
609,610,0,Detractor,N,4,8,Not Married,Tier1,e-Wallet,2,F,call,7,1,10,4,6,2
610,611,8,Passives,Y,4,1,Married,Tier2,Cash,5,M,m-comm,5,7,6,2,2,0
611,612,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,2,F,call,6,7,1,9,2,0
612,613,4,Detractor,N,4,5,Married,Tier1,Card,5,M,call,10,10,6,1,3,0
613,614,8,Passives,N,4,3,Not Married,Tier2,e-Wallet,3,F,m-comm,10,4,9,6,5,2
614,615,7,Passives,N,4,6,Married,Tier3,Cash,1,M,call,4,3,1,5,4,2
615,616,6,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,6,F,call,3,4,9,3,6,2
616,617,4,Detractor,N,4,9,Married,Tier2,Card,6,M,call,10,6,3,8,6,0
617,618,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,6,F,call,7,5,1,9,6,1
618,619,2,Detractor,N,4,2,Married,Tier1,Cash,7,M,call,9,6,6,4,2,0
619,620,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,2,F,call,5,9,8,3,1,0
620,621,7,Passives,Y,4,7,Married,Tier3,Card,1,M,call,5,8,7,10,3,0
621,622,5,Detractor,N,4,4,Not Married,Tier1,e-Wallet,4,F,call,6,6,3,2,5,0
622,623,4,Detractor,N,4,3,Married,Tier2,Cash,3,M,call,10,9,9,2,2,0
623,624,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,4,F,call,7,5,4,7,1,2
624,625,10,Promoter,Y,4,3,Married,Tier1,Card,9,M,m-comm,3,9,3,1,7,1
625,626,9,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,6,7,9,3,9,1
626,627,7,Passives,Y,4,4,Married,Tier3,Cash,6,M,call,4,6,4,6,10,1
627,628,6,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,6,F,call,8,3,10,5,2,2
628,629,4,Detractor,N,4,7,Married,Tier2,Card,7,M,call,2,7,1,5,6,0
629,630,10,Promoter,N,4,6,Married,Tier1,e-Wallet,6,F,m-comm,1,10,3,10,10,1
630,631,2,Detractor,N,4,4,Married,Tier1,Cash,5,M,call,7,3,3,8,2,2
631,632,2,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,5,F,call,8,4,1,8,4,2
632,633,7,Passives,N,4,9,Married,Tier3,Card,3,M,call,8,2,6,8,3,2
633,634,8,Passives,N,4,5,Not Married,Tier1,e-Wallet,4,F,e-comm,6,2,4,3,6,2
634,635,3,Detractor,N,4,6,Married,Tier2,Cash,5,M,call,5,1,7,4,2,2
635,636,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,4,F,call,5,9,4,8,5,0
636,637,6,Detractor,N,4,1,Married,Tier1,Card,1,M,call,8,7,1,2,6,0
637,638,3,Detractor,N,4,4,Not Married,Tier2,e-Wallet,3,F,call,4,5,2,7,5,2
638,639,9,Promoter,Y,4,5,Married,Tier3,Cash,1,M,call,8,5,6,2,6,1
639,640,8,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,4,F,e-comm,10,5,9,1,10,1
640,641,3,Detractor,N,4,6,Married,Tier2,Card,6,M,call,5,4,8,6,1,2
641,642,8,Passives,N,4,1,Not Married,Tier3,e-Wallet,2,F,call,7,10,2,4,6,0
642,643,8,Passives,Y,4,3,Married,Tier1,Cash,6,M,e-comm,10,2,7,1,3,2
643,644,4,Detractor,N,4,7,Not Married,Tier2,Ziggy Credit,5,F,call,6,10,6,4,2,0
644,645,7,Passives,N,4,8,Married,Tier3,Card,4,M,call,6,2,2,6,4,2
645,646,1,Detractor,N,4,6,Not Married,Tier1,e-Wallet,2,F,call,4,3,8,10,6,2
646,647,1,Detractor,N,4,2,Married,Tier2,Cash,3,M,call,6,7,9,7,1,0
647,648,8,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,4,F,call,8,6,6,3,8,1
648,649,3,Detractor,N,4,8,Married,Tier1,Card,1,M,call,9,3,6,1,3,2
649,650,2,Detractor,N,4,4,Not Married,Tier2,e-Wallet,1,F,call,10,9,9,1,1,0
650,651,9,Promoter,N,4,5,Married,Tier3,Cash,3,M,call,6,2,3,2,8,1
651,652,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,2,F,call,1,2,1,7,3,2
652,653,0,Detractor,N,4,10,Married,Tier2,Card,5,M,call,10,9,8,7,6,0
653,654,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,1,F,call,7,9,3,8,3,0
654,655,6,Detractor,N,4,6,Married,Tier1,Cash,5,M,call,1,2,6,10,3,2
655,656,1,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,1,F,call,8,7,10,7,6,0
656,657,7,Passives,N,4,7,Married,Tier3,Card,1,M,call,7,3,3,6,7,2
657,658,7,Passives,N,4,9,Not Married,Tier1,e-Wallet,2,F,e-comm,9,2,5,2,2,2
658,659,10,Promoter,Y,4,2,Married,Tier1,Cash,7,M,m-comm,5,5,9,9,7,1
659,660,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,7,F,call,8,1,4,7,10,1
660,661,0,Detractor,N,4,7,Married,Tier1,Card,5,M,call,8,5,1,1,5,2
661,662,4,Detractor,N,4,3,Not Married,Tier2,e-Wallet,1,F,call,2,9,3,2,4,0
662,663,9,Promoter,N,4,3,Married,Tier3,Cash,1,M,call,8,5,8,6,6,1
663,664,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,7,F,m-comm,5,8,2,6,7,1
664,665,7,Passives,Y,4,5,Married,Tier2,Card,2,M,m-comm,6,3,7,3,7,2
665,666,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,6,F,call,8,4,3,1,7,1
666,667,6,Detractor,N,4,10,Married,Tier1,Cash,1,M,call,5,5,10,7,2,2
667,668,6,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,1,F,call,2,8,10,3,4,0
668,669,7,Passives,N,4,4,Married,Tier3,Card,7,M,call,7,2,1,1,10,1
669,670,6,Detractor,N,4,5,Not Married,Tier1,e-Wallet,1,F,call,8,2,3,10,2,2
670,671,5,Detractor,N,4,10,Married,Tier2,Cash,3,M,call,10,6,2,4,6,0
671,672,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,6,F,call,7,9,8,8,5,0
672,673,7,Passives,Y,4,10,Married,Tier1,Card,3,M,e-comm,7,10,5,9,6,0
673,674,7,Passives,N,4,5,Not Married,Tier2,e-Wallet,6,F,m-comm,3,1,4,8,7,2
674,675,9,Promoter,N,4,9,Married,Tier3,Cash,4,M,call,7,1,4,8,4,2
675,676,3,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,1,F,call,7,3,2,7,3,2
676,677,10,Promoter,Y,4,1,Married,Tier1,Card,7,M,m-comm,1,1,5,7,8,1
677,678,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,5,6,3,9,3,0
678,679,8,Passives,Y,4,1,Married,Tier1,Cash,3,M,e-comm,3,8,2,2,2,0
679,680,6,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,6,F,call,7,6,1,7,6,1
680,681,7,Passives,N,4,9,Married,Tier3,Card,4,M,call,8,2,6,5,1,2
681,682,9,Promoter,N,4,5,Married,Tier1,e-Wallet,9,F,m-comm,1,8,3,1,8,1
682,683,10,Promoter,Y,4,7,Married,Tier1,Cash,5,M,m-comm,9,10,1,5,10,1
683,684,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,4,F,call,5,7,6,2,7,1
684,685,9,Promoter,Y,4,10,Married,Tier1,Card,6,M,m-comm,4,5,6,9,10,1
685,686,10,Promoter,N,4,5,Married,Tier1,e-Wallet,9,F,m-comm,2,6,6,5,9,1
686,687,9,Promoter,N,4,10,Married,Tier3,Cash,1,M,call,7,3,8,8,2,2
687,688,0,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,6,F,call,4,3,2,9,2,2
688,689,10,Promoter,Y,4,8,Married,Tier1,Card,8,M,m-comm,10,4,5,3,10,1
689,690,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,1,F,call,5,8,7,3,6,0
690,691,2,Detractor,N,4,8,Married,Tier1,Cash,7,M,call,4,6,5,7,4,0
691,692,7,Passives,N,4,5,Not Married,Tier2,Ziggy Credit,7,F,m-comm,4,1,5,1,10,1
692,693,7,Passives,N,4,4,Married,Tier3,Card,7,M,call,4,10,5,3,6,0
693,694,0,Detractor,N,4,1,Not Married,Tier1,e-Wallet,7,F,call,6,7,7,10,1,0
694,695,5,Detractor,N,4,3,Married,Tier2,Cash,4,M,call,4,6,4,4,2,0
695,696,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,5,F,call,7,9,5,9,2,0
696,697,10,Promoter,Y,4,4,Married,Tier1,Card,6,M,m-comm,5,7,7,2,9,1
697,698,3,Detractor,N,4,6,Not Married,Tier2,e-Wallet,4,F,call,2,9,4,1,4,0
698,699,9,Promoter,N,4,8,Married,Tier3,Cash,7,M,call,8,9,1,7,2,0
699,700,0,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,3,F,call,5,9,4,4,6,0
700,701,4,Detractor,N,4,2,Married,Tier2,Card,3,M,call,2,8,6,5,4,0
701,702,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,3,F,call,5,9,2,3,1,0
702,703,5,Detractor,N,4,7,Married,Tier1,Cash,5,M,call,10,10,8,9,1,0
703,704,3,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,7,F,call,3,10,4,7,2,0
704,705,8,Passives,Y,4,6,Married,Tier3,Card,1,M,call,6,3,4,4,5,2
705,706,0,Detractor,N,4,7,Not Married,Tier1,e-Wallet,7,F,call,5,5,4,7,2,2
706,707,2,Detractor,N,4,6,Married,Tier2,Cash,7,M,call,4,10,2,1,2,0
707,708,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,1,F,call,8,5,8,6,10,1
708,709,6,Detractor,N,4,6,Married,Tier1,Card,2,M,call,5,5,6,7,6,2
709,710,3,Detractor,N,4,1,Not Married,Tier2,e-Wallet,4,F,call,9,6,5,10,6,2
710,711,9,Promoter,N,4,6,Married,Tier3,Cash,5,M,call,4,6,4,7,5,1
711,712,1,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,7,F,call,4,9,6,9,4,0
712,713,0,Detractor,N,4,8,Married,Tier2,Card,5,M,call,10,1,9,1,4,2
713,714,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,5,F,call,6,4,1,6,6,1
714,715,1,Detractor,N,4,7,Married,Tier1,Cash,6,M,call,7,10,7,9,1,0
715,716,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,6,F,m-comm,9,3,8,1,10,1
716,717,7,Passives,Y,4,7,Married,Tier3,Card,4,M,call,5,4,7,8,7,1
717,718,9,Promoter,N,4,6,Married,Tier1,e-Wallet,10,F,m-comm,3,3,5,10,9,1
718,719,3,Detractor,N,4,2,Married,Tier2,Cash,3,M,call,9,1,7,8,4,2
719,720,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,2,F,call,8,5,8,5,5,2
720,721,7,Passives,Y,4,8,Married,Tier1,Card,2,M,e-comm,7,3,2,4,7,2
721,722,10,Promoter,N,4,7,Married,Tier1,e-Wallet,10,F,m-comm,6,6,3,8,10,1
722,723,9,Promoter,N,4,9,Married,Tier3,Cash,1,M,call,7,8,2,5,7,1
723,724,5,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,2,F,call,7,4,9,8,5,2
724,725,10,Promoter,Y,4,5,Married,Tier1,Card,8,M,m-comm,1,7,1,9,10,1
725,726,10,Promoter,N,4,6,Married,Tier1,e-Wallet,7,F,m-comm,3,9,9,10,9,1
726,727,4,Detractor,N,4,4,Married,Tier1,Cash,7,M,call,1,6,3,8,2,0
727,728,8,Passives,N,4,3,Not Married,Tier2,Ziggy Credit,7,F,m-comm,1,6,8,8,6,1
728,729,7,Passives,N,4,9,Married,Tier3,Card,2,M,call,8,3,2,3,2,2
729,730,1,Detractor,N,4,6,Not Married,Tier1,e-Wallet,7,F,call,8,9,2,5,2,0
730,731,3,Detractor,N,4,1,Married,Tier2,Cash,3,M,call,8,4,1,2,1,2
731,732,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,2,F,call,8,6,2,6,10,1
732,733,3,Detractor,N,4,2,Married,Tier1,Card,6,M,call,7,8,5,4,4,0
733,734,9,Promoter,N,4,6,Married,Tier1,e-Wallet,9,F,m-comm,10,1,9,3,8,1
734,735,9,Promoter,N,4,7,Married,Tier3,Cash,4,M,call,5,7,8,4,8,1
735,736,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,8,4,9,9,9,1
736,737,8,Passives,Y,4,10,Married,Tier2,Card,4,M,m-comm,2,4,2,4,9,1
737,738,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,1,F,call,7,2,9,1,9,1
738,739,8,Passives,Y,4,4,Married,Tier1,Cash,1,M,e-comm,4,3,7,3,4,2
739,740,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,6,F,m-comm,1,5,2,7,7,1
740,741,7,Passives,N,4,6,Married,Tier3,Card,1,M,call,8,5,6,8,2,2
741,742,9,Promoter,N,4,6,Married,Tier1,e-Wallet,9,F,m-comm,4,7,5,4,9,1
742,743,0,Detractor,N,4,5,Married,Tier2,Cash,1,M,call,2,8,4,3,6,0
743,744,8,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,4,F,call,6,6,3,2,2,0
744,745,9,Promoter,Y,4,3,Married,Tier1,Card,10,M,m-comm,8,8,1,3,8,1
745,746,1,Detractor,N,4,5,Not Married,Tier2,e-Wallet,7,F,call,9,9,2,3,3,0
746,747,9,Promoter,N,4,4,Married,Tier3,Cash,4,M,call,8,9,5,8,6,1
747,748,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,4,9,1,1,8,1
748,749,1,Detractor,N,4,8,Married,Tier2,Card,7,M,call,4,10,4,3,5,0
749,750,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,5,F,call,8,10,8,8,9,1
750,751,7,Passives,Y,4,5,Married,Tier1,Cash,3,M,e-comm,10,5,7,3,9,1
751,752,6,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,7,F,call,3,5,7,4,1,0
752,753,7,Passives,N,4,5,Married,Tier3,Card,6,M,call,5,7,3,6,6,1
753,754,2,Detractor,N,4,4,Not Married,Tier1,e-Wallet,7,F,call,2,9,7,2,4,0
754,755,5,Detractor,N,4,4,Married,Tier2,Cash,2,M,call,3,6,4,7,6,0
755,756,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,4,F,call,8,8,9,10,10,1
756,757,6,Detractor,N,4,9,Married,Tier1,Card,4,M,call,5,6,6,6,6,0
757,758,8,Passives,N,4,2,Not Married,Tier2,e-Wallet,6,F,m-comm,10,9,3,9,8,1
758,759,9,Promoter,Y,4,5,Married,Tier3,Cash,1,M,call,8,4,10,8,3,2
759,760,3,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,2,F,call,10,9,8,2,2,0
760,761,6,Detractor,N,4,6,Married,Tier2,Card,1,M,call,2,1,4,7,4,2
761,762,7,Passives,N,4,10,Not Married,Tier3,e-Wallet,4,F,call,7,8,5,4,6,0
762,763,10,Promoter,Y,4,8,Married,Tier2,Cash,9,M,m-comm,5,6,10,2,7,1
763,764,2,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,5,F,call,2,4,7,3,5,2
764,765,7,Passives,Y,4,10,Married,Tier3,Card,7,M,call,7,1,2,5,5,2
765,766,4,Detractor,N,4,8,Not Married,Tier1,e-Wallet,6,F,call,3,4,7,6,3,2
766,767,0,Detractor,N,4,9,Married,Tier2,Cash,1,M,call,7,9,10,5,4,0
767,768,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,7,4,8,7,1,2
768,769,4,Detractor,N,4,1,Married,Tier1,Card,7,M,call,8,7,10,5,1,0
769,770,5,Detractor,N,4,2,Not Married,Tier2,e-Wallet,6,F,call,9,9,4,1,6,0
770,771,9,Promoter,N,4,9,Married,Tier3,Cash,5,M,call,6,3,6,2,8,1
771,772,1,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,2,F,call,5,1,4,10,3,2
772,773,9,Promoter,Y,4,1,Married,Tier1,Card,5,M,m-comm,5,8,9,8,7,1
773,774,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,6,F,call,5,7,8,10,5,0
774,775,6,Detractor,N,4,7,Married,Tier1,Cash,6,M,call,1,8,5,8,2,0
775,776,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,7,F,m-comm,6,3,10,4,9,1
776,777,9,Promoter,Y,4,2,Married,Tier1,Card,8,M,m-comm,8,5,10,10,7,1
777,778,3,Detractor,N,4,7,Not Married,Tier1,e-Wallet,2,F,call,1,3,6,10,4,2
778,779,9,Promoter,Y,4,1,Married,Tier1,Cash,9,M,m-comm,8,8,10,6,7,1
779,780,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,4,F,call,8,1,8,9,7,2
780,781,5,Detractor,N,4,8,Married,Tier1,Card,4,M,call,1,8,7,3,3,0
781,782,0,Detractor,N,4,1,Not Married,Tier2,e-Wallet,2,F,call,2,4,1,10,3,2
782,783,9,Promoter,N,4,5,Married,Tier3,Cash,7,M,call,4,8,10,3,9,1
783,784,2,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,1,F,call,2,1,9,8,3,2
784,785,4,Detractor,N,4,8,Married,Tier2,Card,4,M,call,7,9,3,4,3,0
785,786,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,6,F,call,6,10,1,8,3,0
786,787,3,Detractor,N,4,9,Married,Tier1,Cash,2,M,call,3,2,5,7,3,2
787,788,0,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,7,F,call,3,8,5,2,5,0
788,789,7,Passives,N,4,2,Married,Tier3,Card,7,M,call,6,8,4,9,5,0
789,790,6,Detractor,N,4,6,Not Married,Tier1,e-Wallet,2,F,call,1,6,10,1,5,0
790,791,7,Passives,Y,4,6,Married,Tier2,Cash,5,M,m-comm,10,9,9,2,5,0
791,792,9,Promoter,N,4,6,Married,Tier2,Ziggy Credit,7,F,m-comm,2,3,7,10,9,1
792,793,8,Passives,Y,4,1,Married,Tier1,Card,1,M,e-comm,8,5,8,1,3,2
793,794,1,Detractor,N,4,6,Not Married,Tier2,e-Wallet,1,F,call,2,3,10,3,5,2
794,795,9,Promoter,Y,4,2,Married,Tier3,Cash,6,M,call,8,4,8,6,3,2
795,796,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,7,F,m-comm,3,4,8,9,9,1
796,797,10,Promoter,Y,4,10,Married,Tier1,Card,5,M,m-comm,10,1,3,9,7,1
797,798,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,2,F,call,5,4,4,2,5,2
798,799,5,Detractor,N,4,3,Married,Tier1,Cash,1,M,call,9,7,3,1,1,0
799,800,6,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,1,F,call,1,10,1,1,5,0
800,801,7,Passives,N,4,10,Married,Tier3,Card,3,M,call,7,8,8,3,7,0
801,802,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,7,10,5,8,3,0
802,803,8,Passives,Y,4,2,Married,Tier2,Cash,1,M,m-comm,7,4,8,3,8,1
803,804,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,6,F,call,4,4,9,6,6,1
804,805,10,Promoter,Y,4,7,Married,Tier1,Card,6,M,m-comm,2,10,10,3,7,1
805,806,0,Detractor,N,4,5,Not Married,Tier2,e-Wallet,7,F,call,8,9,10,9,4,0
806,807,9,Promoter,N,4,4,Married,Tier3,Cash,3,M,call,4,2,2,8,8,1
807,808,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,7,F,call,5,8,2,7,6,0
808,809,1,Detractor,N,4,2,Married,Tier2,Card,6,M,call,8,2,3,7,6,2
809,810,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,2,F,call,4,4,4,10,7,2
810,811,8,Passives,Y,4,10,Married,Tier1,Cash,3,M,e-comm,10,1,8,7,10,1
811,812,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,8,3,8,8,8,1
